brunch;1;2;3;4;5;6;7;8;9;10
"(21,25,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;7;5;2;5;12;2;5;11;6;7
difftime;8;6;4;6;12;3;6;12;8;8
"(29,30,""then"")";(0.0,0.0,0);(1.25,0.0,0);(1.4285714285714286,0.0,0);(1.4,0.0,0);(1.25,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;17;199;199;199;199;199;9;16;80;163
difftime;18;176;174;187;203;173;9;14;78;159
"(29,37,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;2;2;2;1;2;1;2;2;1;4
difftime;3;3;3;3;3;3;3;3;3;5
"(38,39,""then"")";(0.0,0.0,0);(1.4285714285714286,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;57;199;75;199;199;35;9;114;16;9
difftime;56;184;60;176;193;35;11;108;17;10
"(38,46,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;1;5;2;1;2;2;1;4;2;1
difftime;2;5;3;3;3;4;3;5;3;3
"(47,48,""then"")";(1.4375,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;199;14;72;186;161;28;7;199;16;26
difftime;178;15;68;188;141;28;8;182;17;25
"(47,55,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;1;4;1;4;1;2;1;4;4;1
difftime;3;5;3;6;3;3;3;5;5;2
"(56,57,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(1.25,0.0,0);(0.0,0.0,0)
generations#;26;31;199;35;199;16;16;199;199;43
difftime;22;31;172;36;193;18;17;213;195;42
"(56,64,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;1;4;2;4;1;4;1;4;4;6
difftime;3;5;4;6;3;5;3;5;6;6
"(69,70,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;4;2;1;4;2;1;2;4;2;4
difftime;5;4;3;5;4;3;4;6;3;7
"(69,71,""else"")";(0.0,0.0,0);(1.4883720930232558,0.0,0);(1.4875,0.0,0);(0.0,0.0,0);(1.4838709677419355,0.0,0);(0.0,0.0,0);(1.4875,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4833333333333334,0.0,0)
generations#;61;199;199;4;199;9;199;1;75;199
difftime;55;184;198;6;203;11;210;3;68;210
