brunch;1;2;3;4;5;6;7;8;9;10
generations#;199;17;199;30;199;199;199;199;199;199
difftime;359;32;352;49;354;341;348;345;333;363
"(21,25,""else"")";(0.0,6.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,6.0,0);(0.0,0.0,0)
generations#;199;63;33;152;13;25;71;2;199;3
difftime;351;100;58;259;29;45;133;5;362;7
"(29,30,""then"")";(0.0,7.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,6.0,0);(0.0,0.0,0);(0.0,7.0,0)
generations#;199;151;199;104;131;126;53;199;43;199
difftime;404;291;381;203;244;254;109;374;86;396
"(29,37,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;2;1;3;1;1;1;1;1;4;4
difftime;5;4;8;3;4;4;3;4;9;9
"(38,39,""then"")";(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,7.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;199;141;151;199;199;199;4;199;177;150
difftime;390;291;296;390;401;402;9;393;348;283
"(38,46,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;2;1;1;3;1;2;1;2;1;1
difftime;6;4;3;8;4;5;3;6;4;4
"(47,48,""then"")";(0.0,7.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,7.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,7.0,0)
generations#;199;87;199;199;199;58;199;157;93;199
difftime;387;176;359;405;408;118;396;297;198;387
"(47,55,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;2;2;1;1;1;1;1;3;2;2
difftime;6;6;4;4;4;3;4;8;5;6
"(56,57,""then"")";(0.0,7.0,0);(0.0,7.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;199;199;199;81;199;78;199;199;93;16
difftime;390;390;393;167;396;153;382;399;186;30
"(56,64,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;2;1;1;3;1;1;1;2;1;1
difftime;6;3;4;8;4;4;3;6;4;4
"(69,70,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;1;1;3;1;1;2;1;2;1;1
difftime;3;4;7;4;4;5;4;6;4;4
"(69,71,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;80;78;3;1;36;73;32;7;41;2
difftime;163;157;7;4;74;144;61;16;85;5
